,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,,,,
2010-01-04 00:00:00,6.478997230529785,,87.48319244384766,7.643214225769043,,113.33000183105469,7.660714149475098,,113.38999938964844,7.585000038146973,,111.51000213623047,7.622499942779541,,112.37000274658203,493729600,,118944600
2010-01-05 00:00:00,6.490200042724609,,87.71475219726562,7.656428813934326,,113.62999725341797,7.699643135070801,,113.68000030517578,7.6160712242126465,,112.8499984741211,7.664286136627197,,113.26000213623047,601904800,,111579900
2010-01-06 00:00:00,6.386963844299316,,87.77652740478516,7.534643173217773,,113.70999908447266,7.68678617477417,,113.98999786376953,7.526785850524902,,113.43000030517578,7.656428813934326,,113.5199966430664,552160000,,116074400
2010-01-07 00:00:00,6.375155925750732,,88.14704895019531,7.520713806152344,,114.19000244140625,7.5714287757873535,,114.33000183105469,7.466071128845215,,113.18000030517578,7.5625,,113.5,477131200,,131091100
2010-01-08 00:00:00,6.417541980743408,,88.4404067993164,7.570713996887207,,114.56999969482422,7.5714287757873535,,114.62000274658203,7.466429233551025,,113.66000366210938,7.510714054107666,,113.88999938964844,447610800,,126402800
2010-01-11 00:00:00,6.360929489135742,,88.56390380859375,7.503929138183594,,114.7300033569336,7.607142925262451,,115.12999725341797,7.444643020629883,,114.23999786376953,7.599999904632568,,115.08000183105469,462229600,,106375700
2010-01-12 00:00:00,6.288572311401367,,87.73792266845703,7.4185709953308105,,113.66000366210938,7.491786003112793,,114.20999908447266,7.372142791748047,,113.22000122070312,7.471070766448975,,113.97000122070312,594459600,,163333500
2010-01-13 00:00:00,6.3772759437561035,,88.47899627685547,7.523213863372803,,114.62000274658203,7.533214092254639,,114.94000244140625,7.289286136627197,,113.37000274658203,7.423929214477539,,113.94999694824219,605892000,,161822000
2010-01-14 00:00:00,6.340342044830322,,88.71825408935547,7.479642868041992,,114.93000030517578,7.5164289474487305,,115.13999938964844,7.465000152587891,,114.41999816894531,7.503929138183594,,114.48999786376953,432894000,,115718800
2010-01-15 00:00:00,6.234382152557373,,87.7225112915039,7.354642868041992,,113.63999938964844,7.557143211364746,,114.83999633789062,7.352499961853027,,113.19999694824219,7.533214092254639,,114.7300033569336,594067600,,212283100
2010-01-19 00:00:00,6.510179042816162,,88.81865692138672,7.679999828338623,,115.05999755859375,7.685357093811035,,115.12999725341797,7.401429176330566,,113.58999633789062,7.440357208251953,,113.62000274658203,730007600,,139172700
2010-01-20 00:00:00,6.409973621368408,,87.91547393798828,7.56178617477417,,113.88999938964844,7.698214054107666,,114.44999694824219,7.482142925262451,,112.9800033569336,7.675356864929199,,114.27999877929688,612152800,,216490200
2010-01-21 00:00:00,6.299167633056641,,86.2249526977539,7.431070804595947,,111.69999694824219,7.618214130401611,,114.2699966430664,7.400356769561768,,111.55999755859375,7.574285984039307,,113.91999816894531,608154400,,344859600
2010-01-22 00:00:00,5.9867377281188965,,84.30282592773438,7.0625,,109.20999908447266,7.410714149475098,,111.73999786376953,7.041429042816162,,109.08999633789062,7.385000228881836,,111.19999694824219,881767600,,345942400
2010-01-25 00:00:00,6.147797584533691,,84.73511505126953,7.252500057220459,,109.7699966430664,7.310713768005371,,110.41000366210938,7.1496429443359375,,109.41000366210938,7.232500076293945,,110.20999908447266,1065699600,,186937500
2010-01-26 00:00:00,6.234683990478516,,84.37999725341797,7.355000019073486,,109.30999755859375,7.632500171661377,,110.47000122070312,7.235000133514404,,109.04000091552734,7.3553571701049805,,109.33999633789062,1867110000,,211168800
2010-01-27 00:00:00,6.293416976928711,,84.78143310546875,7.424285888671875,,109.83000183105469,7.520713806152344,,110.08000183105469,7.126070976257324,,108.33000183105469,7.387499809265137,,109.16999816894531,1722568400,,271863600
2010-01-28 00:00:00,6.033359050750732,,83.80876922607422,7.117499828338623,,108.56999969482422,7.339285850524902,,110.25,7.096428871154785,,107.91000366210938,7.318929195404053,,110.19000244140625,1173502400,,316104000
2010-01-29 00:00:00,5.81447696685791,,82.89789581298828,6.859285831451416,,107.38999938964844,7.221428871154785,,109.80000305175781,6.794642925262451,,107.22000122070312,7.181428909301758,,109.04000091552734,1245952400,,310677600
2010-02-01 00:00:00,5.8953094482421875,,84.18704986572266,6.9546427726745605,,109.05999755859375,7.0,,109.06999969482422,6.8321428298950195,,107.5,6.870357036590576,,108.1500015258789,749876400,,187865000
2010-02-02 00:00:00,5.929520606994629,,85.20599365234375,6.994999885559082,,110.37999725341797,7.0114288330078125,,110.58999633789062,6.906428813934326,,108.87999725341797,6.996786117553711,,109.26000213623047,698342400,,216327900
2010-02-03 00:00:00,6.031544208526611,,84.78143310546875,7.115356922149658,,109.83000183105469,7.150000095367432,,110.4800033569336,6.943571090698242,,109.51000213623047,6.9703569412231445,,109.87999725341797,615328000,,172730700
2010-02-04 00:00:00,5.814174175262451,,82.16458129882812,6.85892915725708,,106.44000244140625,7.0846428871154785,,109.02999877929688,6.841785907745361,,106.41999816894531,7.026071071624756,,108.9800033569336,757652000,,356715700
2010-02-05 00:00:00,5.9174089431762695,,82.33442687988281,6.980713844299316,,106.66000366210938,7.0,,106.87999725341797,6.816071033477783,,104.58000183105469,6.879642963409424,,106.55999755859375,850306800,,493585800
2010-02-08 00:00:00,5.876842498779297,,81.74003601074219,6.932857036590576,,105.88999938964844,7.067142963409424,,107.33000183105469,6.9285712242126465,,105.80999755859375,6.98892879486084,,106.73999786376953,478270800,,224166900
2010-02-09 00:00:00,5.939510345458984,,82.76669311523438,7.006785869598389,,107.22000122070312,7.0535712242126465,,108.1500015258789,6.955357074737549,,106.2699966430664,7.014999866485596,,107.12999725341797,632886800,,337820500
2010-02-10 00:00:00,5.9071173667907715,,82.60456085205078,6.968571186065674,,107.01000213623047,7.021429061889648,,107.5999984741211,6.937857151031494,,106.11000061035156,6.996070861816406,,107.05000305175781,370361600,,240511500
2010-02-11 00:00:00,6.014590263366699,,83.4691390991211,7.0953569412231445,,108.12999725341797,7.1339287757873535,,108.25,6.930714130401611,,106.25,6.960000038146973,,106.87000274658203,550345600,,223591600
